epsilon,outlier_y,mds_summary,posterior_kl,kl_over_epsilon
0.01,-3.8,-0.0019135705211,0.000182631029389,0.0182631029389
0.01,-3.7,-0.00224839595312,0.000252133883392,0.0252133883392
0.01,-3.6,-0.00262679480733,0.00034414219251,0.034414219251
0.01,-3.5,-0.00305128502715,0.000464356125533,0.0464356125533
0.01,-3.4,-0.00352387306023,0.000619335727912,0.0619335727912
0.01,-3.3,-0.00404589915841,0.00081642394015,0.081642394015
0.01,-3.2,-0.00461783768465,0.00106356233824,0.106356233824
0.01,-3.1,-0.00523917784117,0.00136902665593,0.136902665593
0.01,-3,-0.00590814865918,0.00174095863237,0.174095863237
0.01,-2.9,-0.00662173004288,0.00218689819256,0.218689819256
0.01,-2.8,-0.00737529503493,0.00271296642655,0.271296642655
0.01,-2.7,-0.00816266452312,0.003323146739,0.3323146739
0.01,-2.6,-0.00897594002402,0.00401832914288,0.401832914288
0.01,-2.5,-0.00980551012397,0.0047954129073,0.47954129073
0.01,-2.4,-0.0106399625883,0.00564632438303,0.564632438303
0.01,-2.3,-0.0114663853133,0.00655750584306,0.655750584306
0.01,-2.2,-0.0122703076106,0.00750924931969,0.750924931969
0.01,-2.1,-0.0130360300187,0.00847571464583,0.847571464583
0.01,-2,-0.0137469113541,0.00942531530066,0.942531530066
0.01,-1.9,-0.0143857193332,0.0103216419318,1.03216419318
0.01,-1.8,-0.0149350550774,0.0111249810557,1.11249810557
0.01,-1.7,-0.0153778171952,0.0117943771416,1.17943771416
0.01,-1.6,-0.015697686698,0.0122901430258,1.22901430258
0.01,-1.5,-0.0158797286083,0.0125768469164,1.25768469164
0.01,-1.4,-0.0159106704564,0.0126259069513,1.26259069513
0.01,-1.3,-0.0157796472009,0.0124188162486,1.24188162486
0.01,-1.2,-0.0154783017083,0.011949018642,1.1949018642
0.01,-1.1,-0.0150014031327,0.0112240446857,1.12240446857
0.01,-1,-0.0143469668086,0.0102661075614,1.02661075614
0.01,-0.9,-0.0135164552765,0.00911194829135,0.911194829135
0.01,-0.8,-0.0125148317939,0.00781152193663,0.781152193663
0.01,-0.7,-0.011350616007,0.00642575978749,0.642575978749
0.01,-0.6,-0.0100356557697,0.00502316143277,0.502316143277
0.01,-0.5,-0.00858491851859,0.00367585166936,0.367585166936
0.01,-0.4,-0.00701636252506,0.00245532883207,0.245532883207
0.01,-0.3,-0.00535036567405,0.00142775126414,0.142775126414
